source,target,embedding_score
war,;,0.1926
war,darkness,0.3132
war,upon,0.1926
war,face,0.1926
war,of,0.0734
war,deep,0.1926
war,.,-0.05728
war,spirit,0.1926
war,god,-0.05728
war,moved,0.1926
war,waters,-0.1515
wüst,and,-0.1827
wüst,the,-0.2307
wüst,earth,0.2042
wüst,was,0.0322
wüst,without,0.6934
wüst,form,0.6934
wüst,",",-0.12354
wüst,void,0.6934
wüst,;,0.6934
wüst,darkness,0.082
wüst,upon,0.6934
wüst,face,0.6934
wüst,of,0.2094
wüst,deep,0.6934
wüst,.,-0.1827
wüst,spirit,0.6934
wüst,god,-0.1827
wüst,moved,0.6934
wüst,waters,0.005844
leer,and,-0.1827
leer,the,-0.2307
leer,earth,0.2042
leer,was,0.0322
leer,without,0.6934
leer,form,0.6934
leer,",",-0.12354
leer,void,0.6934
leer,;,0.6934
leer,darkness,0.082
leer,upon,0.6934
leer,face,0.6934
leer,of,0.2094
leer,deep,0.6934
leer,.,-0.1827
leer,spirit,0.6934
leer,god,-0.1827
leer,moved,0.6934
leer,waters,0.005844
",",and,-0.05728
",",the,-0.06976
",",earth,-0.06665
",",was,0.1962
",",without,0.1926
",",form,0.1926
",",",",0.03973
",",void,0.1926
",",;,0.1926
",",darkness,0.3132
",",upon,0.1926
",",face,0.1926
",",of,0.0734
",",deep,0.1926
",",.,-0.05728
",",spirit,0.1926
",",god,-0.05728
",",moved,0.1926
",",waters,-0.1515
es,and,-0.11365
es,the,-0.4094
es,earth,-0.01575
es,was,0.2161
es,without,0.2776
es,form,0.2776
es,",",-0.01872
es,void,0.2776
es,;,0.2776
es,darkness,-0.1313
es,upon,0.2776
es,face,0.2776
es,of,0.04395
es,deep,0.2776
es,.,-0.11365
es,spirit,0.2776
es,god,-0.11365
es,moved,0.2776
es,waters,-0.1425
finster,and,-0.1827
finster,the,-0.2307
finster,earth,0.2042
finster,was,0.0322
finster,without,0.6934
finster,form,0.6934
finster,",",-0.12354
finster,void,0.6934
finster,;,0.6934
finster,darkness,0.082
finster,upon,0.6934
finster,face,0.6934
finster,of,0.2094
finster,deep,0.6934
finster,.,-0.1827
finster,spirit,0.6934
finster,god,-0.1827
finster,moved,0.6934
finster,waters,0.005844
auf,and,-0.1827
auf,the,-0.2307
auf,earth,0.2042
auf,was,0.0322
auf,without,0.6934
auf,form,0.6934
auf,",",-0.12354
auf,void,0.6934
auf,;,0.6934
auf,darkness,0.082
auf,upon,0.6934
auf,face,0.6934
auf,of,0.2094
auf,deep,0.6934
auf,.,-0.1827
auf,spirit,0.6934
auf,god,-0.1827
auf,moved,0.6934
auf,waters,0.005844
der,and,0.1788
der,the,0.2153
der,earth,-0.01973
der,was,0.095
der,without,0.082
der,form,0.082
der,",",0.2294
der,void,0.082
der,;,0.082
der,darkness,0.6934
der,upon,0.082
der,face,0.082
der,of,-0.02171
der,deep,0.082
der,.,0.1788
der,spirit,0.082
der,god,0.1788
der,moved,0.082
der,waters,-0.09955
tiefe,and,-0.1827
tiefe,the,-0.2307
tiefe,earth,0.2042
tiefe,was,0.0322
tiefe,without,0.6934
tiefe,form,0.6934
tiefe,",",-0.12354
tiefe,void,0.6934
tiefe,;,0.6934
tiefe,darkness,0.082
tiefe,upon,0.6934
tiefe,face,0.6934
tiefe,of,0.2094
tiefe,deep,0.6934
tiefe,.,-0.1827
tiefe,spirit,0.6934
tiefe,god,-0.1827
tiefe,moved,0.6934
tiefe,waters,0.005844
;,and,-0.1827
;,the,-0.2307
;,earth,0.2042
;,was,0.0322
;,without,0.6934
;,form,0.6934
;,",",-0.12354
;,void,0.6934
;,;,0.6934
;,darkness,0.082
;,upon,0.6934
;,face,0.6934
;,of,0.2094
;,deep,0.6934
;,.,-0.1827
;,spirit,0.6934
;,god,-0.1827
;,moved,0.6934
;,waters,0.005844
geist,and,-0.1827
geist,the,-0.2307
geist,earth,0.2042
geist,was,0.0322
geist,without,0.6934
geist,form,0.6934
geist,",",-0.12354
geist,void,0.6934
geist,;,0.6934
geist,darkness,0.082
geist,upon,0.6934
geist,face,0.6934
geist,of,0.2094
geist,deep,0.6934
geist,.,-0.1827
geist,spirit,0.6934
geist,god,-0.1827
geist,moved,0.6934
geist,waters,0.005844
gottes,and,-0.1827
gottes,the,-0.2307
gottes,earth,0.2042
gottes,was,0.0322
gottes,without,0.6934
gottes,form,0.6934
gottes,",",-0.12354
gottes,void,0.6934
gottes,;,0.6934
gottes,darkness,0.082
gottes,upon,0.6934
gottes,face,0.6934
gottes,of,0.2094
gottes,deep,0.6934
gottes,.,-0.1827
gottes,spirit,0.6934
gottes,god,-0.1827
gottes,moved,0.6934
gottes,waters,0.005844
schwebte,and,-0.1827
schwebte,the,-0.2307
schwebte,earth,0.2042
schwebte,was,0.0322
schwebte,without,0.6934
schwebte,form,0.6934
schwebte,",",-0.12354
schwebte,void,0.6934
schwebte,;,0.6934
schwebte,darkness,0.082
schwebte,upon,0.6934
schwebte,face,0.6934
schwebte,of,0.2094
schwebte,deep,0.6934
schwebte,.,-0.1827
schwebte,spirit,0.6934
schwebte,god,-0.1827
schwebte,moved,0.6934
schwebte,waters,0.005844
dem,and,-0.1827
dem,the,-0.2307
dem,earth,0.2042
dem,was,0.0322
dem,without,0.6934
dem,form,0.6934
dem,",",-0.12354
dem,void,0.6934
dem,;,0.6934
dem,darkness,0.082
dem,upon,0.6934
dem,face,0.6934
dem,of,0.2094
dem,deep,0.6934
dem,.,-0.1827
dem,spirit,0.6934
dem,god,-0.1827
dem,moved,0.6934
dem,waters,0.005844
wasser,and,-0.1827
wasser,the,-0.2307
wasser,earth,0.2042
wasser,was,0.0322
wasser,without,0.6934
wasser,form,0.6934
wasser,",",-0.12354
wasser,void,0.6934
wasser,;,0.6934
wasser,darkness,0.082
wasser,upon,0.6934
wasser,face,0.6934
wasser,of,0.2094
wasser,deep,0.6934
wasser,.,-0.1827
wasser,spirit,0.6934
wasser,god,-0.1827
wasser,moved,0.6934
wasser,waters,0.005844
.,was,0.1702
.,without,-0.002934
.,form,-0.002934
.,",",0.2656
.,void,-0.002934
.,;,-0.002934
.,darkness,0.312
.,upon,-0.002934
.,face,-0.002934
.,of,-0.07294
.,deep,-0.002934
.,spirit,-0.002934
.,moved,-0.002934
.,waters,-0.1403
und,said,-0.204
und,let,-0.204
und,there,-0.204
und,be,-0.204
und,light,0.2761
und,:,-0.048
gott,said,-0.01973
gott,",",-0.0009775
gott,let,-0.01973
gott,there,-0.01973
gott,be,-0.01973
gott,light,0.1962
gott,:,0.141
gott,was,0.05
sprach,and,-0.2394
sprach,god,-0.2394
sprach,said,0.2274
sprach,",",-0.1515
sprach,let,0.2274
sprach,there,0.2274
sprach,be,0.2274
sprach,light,-0.00883
sprach,:,0.04675
sprach,was,0.0449
sprach,.,-0.2394
:,and,-0.2394
:,god,-0.2394
:,said,0.2274
:,",",-0.1515
:,let,0.2274
:,there,0.2274
:,be,0.2274
:,light,-0.00883
:,:,0.04675
:,was,0.0449
:,.,-0.2394
es,said,-0.01973
es,let,-0.01973
es,there,-0.01973
es,be,-0.01973
es,light,-0.1403
es,:,-0.1815
werde,and,-0.2394
werde,god,-0.2394
werde,said,0.2274
werde,",",-0.1515
werde,let,0.2274
werde,there,0.2274
werde,be,0.2274
werde,light,-0.00883
werde,:,0.04675
werde,was,0.0449
werde,.,-0.2394
licht,and,0.1918
licht,god,0.1918
licht,said,-0.07294
licht,",",0.2637
licht,let,-0.07294
licht,there,-0.07294
licht,be,-0.07294
licht,light,0.6934
licht,:,0.2102
licht,was,0.1367
licht,.,0.1918
!,and,-0.2394
!,god,-0.2394
!,said,0.2274
!,",",-0.1515
!,let,0.2274
!,there,0.2274
!,be,0.2274
!,light,-0.00883
!,:,0.04675
!,was,0.0449
!,.,-0.2394
ward,and,0.11035
ward,god,0.11035
ward,said,-0.048
ward,",",0.1345
ward,let,-0.048
ward,there,-0.048
ward,be,-0.048
ward,light,0.2786
ward,:,-0.06143
ward,was,-0.05313
ward,.,0.11035
.,said,-0.204
.,let,-0.204
.,there,-0.204
.,be,-0.204
.,light,0.2761
.,:,-0.048
und,saw,-0.171
und,that,-0.171
und,it,-0.2864
und,good,-0.171
und,divided,-0.2468
und,from,-0.2864
gott,saw,0.05185
gott,that,0.05185
gott,it,-0.1403
gott,good,0.05185
gott,divided,-0.1346
gott,from,-0.1403
gott,darkness,-0.1482
sah,and,-0.2185
sah,god,-0.2185
sah,saw,0.6934
sah,the,-0.1874
sah,light,0.0629
sah,",",-0.1425
sah,that,0.6934
sah,it,0.10864
sah,was,-0.0877
sah,good,0.6934
sah,:,0.0341
sah,divided,0.1771
sah,from,0.10864
sah,darkness,0.00875
sah,.,-0.2185
",",saw,0.1759
",",light,-0.0439
",",that,0.1759
",",it,-0.204
",",good,0.1759
",",:,-0.1504
",",divided,-0.1346
",",from,-0.204
daß,and,-0.2185
daß,god,-0.2185
daß,saw,0.6934
daß,the,-0.1874
daß,light,0.0629
daß,",",-0.1425
daß,that,0.6934
daß,it,0.10864
daß,was,-0.0877
daß,good,0.6934
daß,:,0.0341
daß,divided,0.1771
daß,from,0.10864
daß,darkness,0.00875
daß,.,-0.2185
das,and,0.0954
das,god,0.0954
das,saw,0.1797
das,the,0.1735
das,light,0.2976
das,",",0.11127
das,that,0.1797
das,it,0.02698
das,was,-0.1664
das,good,0.1797
das,:,-0.0856
das,divided,0.1077
das,from,0.02698
das,darkness,0.3096
das,.,0.0954
licht,saw,0.0629
licht,the,0.0179
licht,that,0.0629
licht,it,-0.0963
licht,good,0.0629
licht,divided,-0.0378
licht,from,-0.0963
licht,darkness,0.1813
gut,and,-0.2185
gut,god,-0.2185
gut,saw,0.6934
gut,the,-0.1874
gut,light,0.0629
gut,",",-0.1425
gut,that,0.6934
gut,it,0.10864
gut,was,-0.0877
gut,good,0.6934
gut,:,0.0341
gut,divided,0.1771
gut,from,0.10864
gut,darkness,0.00875
gut,.,-0.2185
war,saw,0.1759
war,light,-0.0439
war,that,0.1759
war,it,-0.204
war,good,0.1759
war,:,-0.1504
war,divided,-0.1346
war,from,-0.204
.,saw,-0.171
.,that,-0.171
.,it,-0.2864
.,good,-0.171
.,divided,-0.2468
.,from,-0.2864
da,and,0.0954
da,god,0.0954
da,saw,0.1797
da,the,0.1735
da,light,0.2976
da,",",0.11127
da,that,0.1797
da,it,0.02698
da,was,-0.1664
da,good,0.1797
da,:,-0.0856
da,divided,0.1077
da,from,0.02698
da,darkness,0.3096
da,.,0.0954
schied,and,-0.2185
schied,god,-0.2185
schied,saw,0.6934
schied,the,-0.1874
schied,light,0.0629
schied,",",-0.1425
schied,that,0.6934
schied,it,0.10864
schied,was,-0.0877
schied,good,0.6934
schied,:,0.0341
schied,divided,0.1771
schied,from,0.10864
schied,darkness,0.00875
schied,.,-0.2185
von,and,-0.2185
von,god,-0.2185
von,saw,0.6934
von,the,-0.1874
von,light,0.0629
von,",",-0.1425
von,that,0.6934
von,it,0.10864
von,was,-0.0877
von,good,0.6934
von,:,0.0341
von,divided,0.1771
von,from,0.10864
von,darkness,0.00875
von,.,-0.2185
der,saw,0.00875
der,light,0.1813
der,that,0.00875
der,it,-0.1898
der,good,0.00875
der,:,-0.1945
der,divided,-0.1071
der,from,-0.1898
finsternis,and,0.0954
finsternis,god,0.0954
finsternis,saw,0.1797
finsternis,the,0.1735
finsternis,light,0.2976
finsternis,",",0.11127
finsternis,that,0.1797
finsternis,it,0.02698
finsternis,was,-0.1664
finsternis,good,0.1797
finsternis,:,-0.0856
finsternis,divided,0.1077
finsternis,from,0.02698
finsternis,darkness,0.3096
finsternis,.,0.0954
und,called,0.005356
und,day,0.005356
und,he,0.005356
und,night,0.005356
und,evening,0.005356
und,morning,0.005356
und,were,-0.178
und,first,0.005356
nannte,and,0.02554
nannte,god,0.02554
nannte,called,0.6934
nannte,the,0.1003
nannte,light,0.01165
nannte,day,0.6934
nannte,",",-0.02571
nannte,darkness,0.07886
nannte,he,0.6934
nannte,night,0.6934
nannte,.,0.02554
nannte,evening,0.6934
nannte,morning,0.6934
nannte,were,0.331
nannte,first,0.6934
das,called,0.1902
das,day,0.1902
das,he,0.1902
das,night,0.1902
das,evening,0.1902
das,morning,0.1902
das,were,0.003412
das,first,0.1902
licht,called,0.01165
licht,day,0.01165
licht,he,0.01165
licht,night,0.01165
licht,evening,0.01165
licht,morning,0.01165
licht,were,-0.1561
licht,first,0.01165
tag,and,0.02554
tag,god,0.02554
tag,called,0.6934
tag,the,0.1003
tag,light,0.01165
tag,day,0.6934
tag,",",-0.02571
tag,darkness,0.07886
tag,he,0.6934
tag,night,0.6934
tag,.,0.02554
tag,evening,0.6934
tag,morning,0.6934
tag,were,0.331
tag,first,0.6934
die,called,0.22
die,light,-0.1006
die,day,0.22
die,he,0.22
die,night,0.22
die,evening,0.22
die,morning,0.22
die,were,0.01646
die,first,0.22
finsternis,called,0.1902
finsternis,day,0.1902
finsternis,he,0.1902
finsternis,night,0.1902
finsternis,evening,0.1902
finsternis,morning,0.1902
finsternis,were,0.003412
finsternis,first,0.1902
nacht,and,0.02554
nacht,god,0.02554
nacht,called,0.6934
nacht,the,0.1003
nacht,light,0.01165
nacht,day,0.6934
nacht,",",-0.02571
nacht,darkness,0.07886
nacht,he,0.6934
nacht,night,0.6934
nacht,.,0.02554
nacht,evening,0.6934
nacht,morning,0.6934
nacht,were,0.331
nacht,first,0.6934
.,called,0.005356
.,day,0.005356
.,he,0.005356
.,night,0.005356
.,evening,0.005356
.,morning,0.005356
.,were,-0.178
.,first,0.005356
da,called,0.1902
da,day,0.1902
da,he,0.1902
da,night,0.1902
da,evening,0.1902
da,morning,0.1902
da,were,0.003412
da,first,0.1902
ward,called,0.1707
ward,the,-0.12024
ward,day,0.1707
ward,darkness,-0.07605
ward,he,0.1707
ward,night,0.1707
ward,evening,0.1707
ward,morning,0.1707
ward,were,0.01935
ward,first,0.1707
aus,and,0.02554
aus,god,0.02554
aus,called,0.6934
aus,the,0.1003
aus,light,0.01165
aus,day,0.6934
aus,",",-0.02571
aus,darkness,0.07886
aus,he,0.6934
aus,night,0.6934
aus,.,0.02554
aus,evening,0.6934
aus,morning,0.6934
aus,were,0.331
aus,first,0.6934
abend,and,0.02554
abend,god,0.02554
abend,called,0.6934
abend,the,0.1003
abend,light,0.01165
abend,day,0.6934
abend,",",-0.02571
abend,darkness,0.07886
abend,he,0.6934
abend,night,0.6934
abend,.,0.02554
abend,evening,0.6934
abend,morning,0.6934
abend,were,0.331
abend,first,0.6934
morgen,and,0.02554
morgen,god,0.02554
morgen,called,0.6934
morgen,the,0.1003
morgen,light,0.01165
morgen,day,0.6934
morgen,",",-0.02571
morgen,darkness,0.07886
morgen,he,0.6934
morgen,night,0.6934
morgen,.,0.02554
morgen,evening,0.6934
morgen,morning,0.6934
morgen,were,0.331
morgen,first,0.6934
der,called,0.07886
der,day,0.07886
der,he,0.07886
der,night,0.07886
der,evening,0.07886
der,morning,0.07886
der,were,-0.1335
der,first,0.07886
erste,and,0.02554
erste,god,0.02554
erste,called,0.6934
erste,the,0.1003
erste,light,0.01165
erste,day,0.6934
erste,",",-0.02571
erste,darkness,0.07886
erste,he,0.6934
erste,night,0.6934
erste,.,0.02554
erste,evening,0.6934
erste,morning,0.6934
erste,were,0.331
erste,first,0.6934
