vref,alignment_score,co-occurrence_count,translation_score,alignment_count,avg_aligned,jac_sim,match_counts,encoding_dist,total_score
MAT 1:23,0.1364,1037.0,0.4473,317.0,0.744,0.3035,570.5,0.5809486990002076,0.390018371173833
MAT 1:24,0.1082,975.0,0.544,543.5,0.845,0.3345,626.5,0.5916566653244256,0.42842143268897176
MAT 1:25,0.137,1618.0,0.3457,352.8,0.6084,0.3235,1254.0,0.6475552150471621,0.33836754113324
MAT 2:1,0.129,402.0,0.4453,266.8,0.803,0.4072,289.0,0.5616311822493972,0.42346015852979507
MAT 2:2,0.1213,1121.0,0.4438,426.0,0.691,0.3672,686.5,0.5127685205997718,0.4002760420975438
MAT 2:3,0.1838,1206.0,0.4958,777.0,0.8384,0.3923,857.0,0.4933854012503591,0.46048215202194476
MAT 2:4,0.2056,1124.0,0.356,645.0,0.63,0.2766,784.0,0.6205255358685986,0.3520911606661298
MAT 2:5,0.1544,2296.0,0.4797,599.0,0.6997,0.4404,1221.0,0.44398387789032906,0.44040934007174304
MAT 2:6,0.0817,738.0,0.4094,301.5,0.7217,0.2788,428.2,0.5688001522179816,0.36603948651862267
MAT 2:7,0.1729,265.8,0.4326,206.5,0.8716,0.221,191.0,0.7380715250363687,0.3764593227031985
MAT 2:8,0.12213,1141.0,0.3665,420.8,0.6724,0.2365,791.5,0.668089716891586,0.3319095460716434
MAT 2:9,0.1077,595.5,0.3237,226.6,0.702,0.2026,428.5,0.6914484924833458,0.31673835997792127
MAT 2:10,0.3452,991.0,0.402,186.0,0.6675,0.3042,757.5,0.6250333861910727,0.3996679123562806
MAT 2:11,0.1067,619.0,0.3843,349.8,0.67,0.2617,395.0,0.6072204563669061,0.3471907443118509
MAT 2:12,0.1368,1192.0,0.3774,341.5,0.737,0.256,667.0,0.697344195939218,0.3488337330222678
MAT 2:13,0.0811,527.5,0.389,332.5,0.708,0.2996,384.0,0.5817181060522373,0.3602375108317409
MAT 2:14,0.2078,1124.0,0.4004,590.0,0.7954,0.354,697.5,0.5263497866013044,0.4245176316174149
MAT 2:15,0.11273,1025.0,0.4119,449.0,0.711,0.3875,753.0,0.503130876515598,0.40078133252369036
MAT 2:16,0.0599,602.5,0.3364,353.2,0.6924,0.2712,408.8,0.6630083947629252,0.32416839355029947
MAT 2:17,0.3064,992.0,0.4968,187.4,0.7573,0.3174,772.0,0.5300071810691636,0.448475202338155
MAT 2:18,0.1465,912.5,0.3052,463.8,0.638,0.3022,622.5,0.6706652060120072,0.3266522448151513
MAT 2:19,0.2128,480.0,0.4773,313.8,0.844,0.4456,333.8,0.5467878018723095,0.46049208712684614
MAT 2:20,0.12256,792.5,0.4053,550.5,0.6934,0.2532,552.0,0.5730051203928408,0.3628143543327765
MAT 2:21,0.1627,818.0,0.375,571.5,0.751,0.2732,570.0,0.5549094313768432,0.3824667358149246
MAT 2:22,0.1318,721.0,0.4688,256.5,0.8096,0.3691,401.8,0.5198358245894359,0.4291653863401468
MAT 2:23,0.102,1262.0,0.3972,539.0,0.7085,0.2683,730.5,0.6687284592868126,0.3474095824086265
MAT 3:1,0.1626,1656.0,0.434,418.8,0.711,0.3477,844.0,0.5434399240483393,0.4010293957299103
MAT 3:2,0.2365,766.0,0.614,596.5,0.903,0.4458,622.0,0.41441203470846244,0.5274816813384307
MAT 3:3,0.0906,507.2,0.49,306.2,0.836,0.3286,388.2,0.5764083326969727,0.41343383660921135
MAT 3:4,0.08954,871.0,0.4495,451.2,0.6333,0.3862,610.0,0.6693561571570467,0.3611350017716616
MAT 3:5,0.1362,1323.0,0.4668,744.0,0.709,0.429,907.0,0.47434761076951465,0.4274751485478588
MAT 3:6,0.2319,1805.0,0.458,589.5,0.7007,0.3691,1046.0,0.5914728101348554,0.41408669172371726
MAT 3:7,0.1247,685.5,0.4822,440.2,0.7153,0.2952,499.8,0.6573099367758414,0.3736197656622033
MAT 3:8,0.4597,1286.0,0.514,231.0,0.858,0.321,992.5,0.6640514309792508,0.4832769660229534
MAT 3:9,0.086,1080.0,0.4287,327.5,0.709,0.2766,693.0,0.5970318459983127,0.36304986291759517
MAT 3:10,0.1892,346.0,0.4565,262.0,0.8228,0.2054,238.1,0.7220549137597714,0.37935070103244123
MAT 3:11,0.11005,626.5,0.439,363.8,0.7456,0.2678,443.8,0.644554374297942,0.36715344030704383
MAT 3:12,0.1251,771.5,0.4495,381.8,0.837,0.4678,481.5,0.5573538593713869,0.43760600321691534
MAT 3:13,0.2966,1029.0,0.335,323.5,0.759,0.3765,803.0,0.641844369460495,0.40521295757295595
MAT 3:14,0.11835,1533.0,0.4521,688.5,0.7285,0.2286,892.0,0.6599029996122407,0.35940892872866925
MAT 3:15,0.147,1404.0,0.332,515.0,0.703,0.266,908.0,0.6052995590579672,0.3518544395856984
MAT 3:16,0.09973,845.0,0.4905,489.2,0.7637,0.282,559.0,0.591393818994369,0.3910916938099956
MAT 3:17,0.1323,1390.0,0.4502,390.2,0.6646,0.2852,749.5,0.5708899569223257,0.37407603368825254
MAT 4:1,0.2096,909.5,0.5215,269.0,0.883,0.3462,723.5,0.5965953902139728,0.45054877556922024
MAT 4:2,0.2391,801.0,0.537,610.5,0.942,0.5093,528.5,0.4988458169174534,0.5214670113231258
MAT 4:3,0.1658,1192.0,0.518,732.0,0.7603,0.2964,866.0,0.5575778661115129,0.4162563541652767
MAT 4:4,0.1124,1010.0,0.394,416.0,0.7324,0.2411,607.5,0.6167956403505093,0.3567564339549099
MAT 4:5,0.1647,1193.0,0.412,579.0,0.78,0.336,707.0,0.5095848288160012,0.4157837287361872
MAT 4:6,0.1114,349.2,0.4922,255.5,0.7637,0.1946,265.2,0.6807179222921174,0.36293459994808286
MAT 4:7,0.154,2021.0,0.4495,631.0,0.7197,0.3948,1089.0,0.5171219222744405,0.4181313172872484
MAT 4:8,0.135,1198.0,0.381,489.8,0.7656,0.2245,637.5,0.6714541839279009,0.3533863898539256
MAT 4:9,0.1943,1092.0,0.3618,637.5,0.7563,0.176,794.0,0.7942039731916263,0.3260469013742167
MAT 4:10,0.0927,1469.0,0.5312,754.0,0.716,0.398,913.0,0.46309842091351283,0.42865927572971474
MAT 4:11,0.3735,2200.0,0.4062,881.5,0.737,0.3838,1274.0,0.5901610381685641,0.44154256521239177
MAT 4:12,0.2129,1434.0,0.4607,410.2,0.86,0.3196,726.0,0.6260636958673341,0.42367134245584454
MAT 4:13,0.1431,1417.0,0.4321,599.0,0.6978,0.4148,772.5,0.4883638927328939,0.4154900347041575
MAT 4:14,0.304,432.8,0.4885,340.0,0.683,0.2786,325.5,0.5990033683482217,0.41147246773643076
MAT 4:15,0.1931,772.0,0.642,591.0,0.9424,0.638,527.0,0.25046563385542253,0.5922219385649152
MAT 4:16,0.1145,635.0,0.5034,370.8,0.817,0.2478,484.0,0.6244621457527713,0.3959330964720123
MAT 4:17,0.1571,1220.0,0.5347,533.5,0.8813,0.3533,750.5,0.49104405785272043,0.4646130007311233
MAT 4:18,0.11163,713.0,0.5166,370.8,0.781,0.3877,455.5,0.5250226650234227,0.4304220475906071
MAT 4:19,0.1534,1571.0,0.463,469.5,0.6753,0.3145,939.0,0.6826929657551326,0.3678188466953132
MAT 4:20,0.4072,2360.0,0.3481,668.0,0.752,0.3015,1305.0,0.6281443978780548,0.4220961771040301
MAT 4:21,0.1134,711.5,0.4944,401.0,0.8643,0.4104,456.5,0.4990327102337221,0.4519163200287261
MAT 4:22,0.2253,2988.0,0.3877,1035.0,0.587,0.4124,1667.0,0.49306909702193086,0.4013551739043746
MAT 4:23,0.10425,1135.0,0.4614,502.0,0.793,0.339,640.5,0.4786984628952826,0.4204619858838682
MAT 4:24,0.10016,1234.0,0.3398,466.8,0.6206,0.2554,731.0,0.7147961182642549,0.30994779118804083
MAT 4:25,0.1426,1704.0,0.5024,691.0,0.8506,0.5835,990.5,0.3341929038117837,0.5137763720848875
MAT 5:1,0.1859,1454.0,0.4448,448.2,0.743,0.2292,835.5,0.572996904159374,0.38832824782983993
MAT 5:2,0.4902,2774.0,0.2341,586.0,0.539,0.1986,1336.0,0.6684845258545989,0.3469112381113278
MAT 5:3,0.1864,538.5,0.57,419.0,0.8457,0.4639,424.0,0.42780582354469954,0.4996110471336023
MAT 5:4,0.3103,2782.0,0.546,799.5,0.7085,0.3066,1552.0,0.8696392264759248,0.3881719426185329
MAT 5:5,0.416,63.16,0.509,45.44,0.8325,0.1335,39.56,0.8957750252711972,0.38852885661964975
MAT 5:6,0.2341,1471.0,0.548,875.5,0.8057,0.432,1037.0,0.578352638222833,0.4695069491015723
MAT 5:7,0.2715,2784.0,0.347,800.5,0.675,0.3364,1554.0,0.8113975274611654,0.3541737362239415
MAT 5:8,0.3225,222.8,0.576,199.5,0.827,0.2473,177.0,0.6746888552057791,0.4467478608549883
MAT 5:9,0.2927,1113.0,0.498,659.0,0.6924,0.3982,833.5,0.5297357133150462,0.4488004800039523
MAT 5:10,0.1644,462.0,0.453,356.0,0.7773,0.3079,359.2,0.5343828087240425,0.4129495077345357
MAT 5:11,0.1226,742.5,0.4678,438.2,0.7686,0.1882,523.5,0.6758893684394681,0.3606398282434196
MAT 5:12,0.174,1379.0,0.467,584.0,0.8174,0.304,786.5,0.5310867211118776,0.4251293274892072
MAT 5:13,0.1023,390.0,0.3105,215.9,0.602,0.1844,278.5,0.6734509586671046,0.2929299970191645
MAT 5:14,0.2878,414.8,0.4656,278.0,0.813,0.2141,313.8,0.6330367585654414,0.4105951857628225
MAT 5:15,0.1122,651.5,0.4211,458.5,0.814,0.2303,446.8,0.6657655687551841,0.36941209173044404
MAT 5:16,0.1654,1447.0,0.4126,382.0,0.7188,0.2861,721.5,0.553491222443971,0.3862317336299073
MAT 5:17,0.226,743.5,0.55,211.4,0.8574,0.279,585.0,0.65861100889899,0.4323302717027067
MAT 5:18,0.10114,965.5,0.3428,421.8,0.787,0.2573,557.0,0.562013020930866,0.3677836938251338
MAT 5:19,0.10724,518.0,0.4312,404.5,0.84,0.2151,375.0,0.6150654865312193,0.3801685207377326
MAT 5:20,0.1582,584.5,0.4817,440.8,0.7764,0.2917,417.2,0.5754377571863452,0.4049955799225296
MAT 5:21,0.1481,806.0,0.419,260.8,0.7275,0.2017,511.0,0.7774076479699583,0.3347307443369304
MAT 5:22,0.06964,424.2,0.395,256.5,0.6304,0.3147,337.5,0.556134372638563,0.3502093730673866
MAT 5:23,0.1687,906.0,0.3887,280.5,0.777,0.1981,471.5,0.765649097554376,0.3404292680436214
MAT 5:24,0.1626,637.5,0.509,451.5,0.7964,0.3115,433.8,0.5235176620096159,0.4299157003366332
MAT 5:25,0.09546,1186.0,0.3638,447.5,0.687,0.2576,701.0,0.6109238295878354,0.34394415547012547
MAT 5:26,0.3008,283.2,0.3857,182.2,0.913,0.1681,204.9,0.7591472292441623,0.38935210434613104
MAT 5:27,0.3577,86.0,0.584,78.8,1.032,0.1523,78.2,0.7599972620882689,0.46494650701630985
MAT 5:28,0.2517,1206.0,0.4094,410.5,0.6616,0.1843,708.0,0.7009377576161073,0.3490441194357398
MAT 5:29,0.1097,919.0,0.377,201.9,0.639,0.2155,496.2,0.6690751442046843,0.32100046300497487
MAT 5:30,0.1093,848.0,0.362,280.8,0.657,0.2197,480.2,0.6469080844493864,0.3257614941976595
MAT 5:31,0.1483,1026.0,0.5137,261.5,0.6895,0.1725,578.5,0.7967974970546774,0.3368875653257174
MAT 5:32,0.1143,643.5,0.406,386.5,0.667,0.2307,475.0,0.6659226916566862,0.3373228837337764
MAT 5:33,0.128,703.5,0.4653,293.5,0.698,0.2847,448.2,0.6663886895072066,0.3663796499962863
MAT 5:34,0.1361,1321.0,0.4026,480.5,0.674,0.2932,764.5,0.5941711715165879,0.36387894272108734
MAT 5:35,0.1407,405.8,0.4353,252.6,0.7773,0.286,296.2,0.5459373031718415,0.3984912479348869
MAT 5:36,0.1573,988.0,0.4966,283.8,0.7983,0.2194,518.0,0.6669399583914324,0.38791857200709534
MAT 5:37,0.08484,771.5,0.4412,264.5,0.696,0.1159,463.0,0.7188958917056516,0.31316633228906327
MAT 5:38,0.2925,810.5,0.614,617.5,0.9663,0.1589,532.5,0.8066247438325925,0.43505101654687056
MAT 5:39,0.1609,678.0,0.3337,418.5,0.7075,0.2588,501.8,0.6102769902938647,0.3539001072379765
MAT 5:40,0.1733,2174.0,0.4937,857.5,0.7905,0.1849,1242.0,0.7219470750252153,0.37267485558087554
MAT 5:41,0.1509,503.5,0.2566,208.5,0.567,0.241,387.0,0.6294068096852394,0.3023123075643327
MAT 5:42,0.3118,2170.0,0.4036,486.0,0.8438,0.1733,1037.0,0.891110473951778,0.36021096771201744
MAT 5:43,0.2391,1812.0,0.6646,759.0,0.822,0.3171,985.5,0.6275454003811884,0.4647207665625457
MAT 5:44,0.3367,1738.0,0.4683,738.0,0.752,0.2534,984.5,0.6587373824025307,0.4128973190333157
MAT 5:45,0.12415,648.5,0.3792,422.2,0.723,0.2664,443.0,0.6240134203606097,0.35717216579447075
MAT 5:46,0.1815,2220.0,0.3284,458.2,0.5933,0.258,1068.0,0.6850440258816063,0.320728372971933
MAT 5:47,0.1345,2256.0,0.3735,496.5,0.7295,0.2737,1100.0,0.5775581823134436,0.36944138019314116
MAT 5:48,0.3225,826.5,0.5156,462.5,0.817,0.2651,621.0,0.6535506113362993,0.4358669070237565
MAT 6:1,0.1461,747.5,0.3481,267.0,0.5864,0.1858,492.2,0.7510825397899957,0.2902509273824741
MAT 6:2,0.1471,782.0,0.4468,350.0,0.7173,0.2399,552.0,0.6670061429349294,0.3617859633907123
MAT 6:3,0.16,705.5,0.3845,364.8,0.684,0.2378,465.0,0.6585966620478283,0.3457891295336447
MAT 6:4,0.1498,1256.0,0.3828,472.5,0.7266,0.2266,701.5,0.719471858154137,0.3397141940924304
MAT 6:5,0.08746,740.5,0.3953,398.2,0.674,0.247,511.8,0.644556718407445,0.33615692997664487
MAT 6:6,0.1632,609.5,0.3857,334.5,0.7104,0.1813,374.0,0.7852007851453289,0.3190923731415966
MAT 6:7,0.1436,636.0,0.3384,266.8,0.5894,0.2233,474.8,0.756297348288219,0.2899532355316651
MAT 6:8,0.2421,1357.0,0.4075,439.2,0.657,0.2057,772.5,0.7352059786543931,0.34202885622117934
MAT 6:9,0.1193,1231.0,0.5347,384.5,0.8066,0.338,634.5,0.49286591528396745,0.4357302801656447
MAT 6:10,0.0935,1283.0,0.439,213.4,0.6846,0.3628,983.0,0.5380329881817786,0.3851960787791877
MAT 6:11,0.3845,36.0,0.3218,22.83,0.8,0.1245,25.33,0.8349822983854653,0.35138771764030635
MAT 6:12,0.2893,1826.0,0.463,504.2,0.8076,0.2069,910.0,0.8926505729251787,0.36328783147974536
MAT 6:13,0.04184,1396.0,0.399,545.5,0.6206,0.2766,973.5,0.7395528454812365,0.3070328843012602
MAT 6:14,0.2101,1039.0,0.531,408.0,0.778,0.2123,628.0,0.7265073305471755,0.38522177788407874
MAT 6:15,0.1346,1597.0,0.4402,486.0,0.6665,0.2578,835.0,0.6652461346158358,0.35089547940788085
MAT 6:16,0.108,727.0,0.4224,191.1,0.763,0.236,511.0,0.6763051955017,0.3568657258349591
MAT 6:17,0.2842,2034.0,0.4863,860.0,0.8574,0.256,1122.0,0.6219766481806572,0.4379290528845001
MAT 6:18,0.1311,446.5,0.3984,340.8,0.7593,0.2137,293.8,0.7128337702828826,0.34281448735730397
MAT 6:19,0.1981,1193.0,0.3655,474.8,0.7104,0.3154,644.5,0.5667264523429918,0.38620532181764783
MAT 6:20,0.1622,400.0,0.4233,303.5,0.799,0.2798,276.2,0.576843298561648,0.40078624873785146
MAT 6:21,0.142,1842.0,0.386,508.2,0.6597,0.2678,1008.0,0.5200094723761864,0.36682522818496327
MAT 6:22,0.116,514.5,0.501,287.0,0.7666,0.2295,364.8,0.659602550614003,0.37735316361353816
MAT 6:23,0.10004,948.5,0.4578,345.0,0.811,0.2274,530.0,0.6198572153821346,0.380377457088441
MAT 6:24,0.11584,1146.0,0.503,523.5,0.742,0.2688,646.0,0.5861050372088921,0.39150474136814517
MAT 6:25,0.1194,597.5,0.4822,415.0,0.773,0.1882,426.2,0.6720339207206459,0.36338862612334466
MAT 6:26,0.0642,1012.0,0.4136,343.0,0.762,0.2815,598.5,0.6457078083823427,0.3566486245678654
MAT 6:27,0.1676,465.0,0.3828,105.3,0.788,0.1026,331.8,0.8725568976287014,0.30063932505599583
MAT 6:28,0.1311,657.0,0.3535,173.4,0.6357,0.3481,492.8,0.5807720251443216,0.3564306486485164
MAT 6:29,0.1259,457.5,0.45,326.0,0.8086,0.1858,361.8,0.665446652888391,0.3657271729493663
MAT 6:30,0.1,722.5,0.454,415.0,0.798,0.3252,469.0,0.6131604722052972,0.39549195520042135
MAT 6:31,0.1835,98.0,0.551,81.3,0.844,0.1334,82.25,0.6644607814582245,0.3928797457125943
MAT 6:32,0.10944,378.2,0.468,301.8,0.8364,0.1973,300.0,0.6547186965248151,0.3748712699458157
MAT 6:33,0.2053,876.5,0.526,679.5,0.8486,0.3008,638.5,0.5442354336131143,0.44401341766715613
MAT 6:34,0.2069,1367.0,0.4119,398.2,0.749,0.2483,753.0,0.7758942593897725,0.3570550334210882
MAT 7:1,0.355,142.4,0.4338,128.0,0.9,0.1272,129.4,0.8580743958703524,0.38006516803150187
MAT 7:2,0.2502,1078.0,0.4504,565.0,0.731,0.2207,732.5,0.7549224373501457,0.3661825925621128
MAT 7:3,0.0923,694.0,0.506,258.5,0.654,0.332,430.8,0.5000185727407616,0.3919100125149182
MAT 7:4,0.1564,1536.0,0.409,383.2,0.643,0.338,747.0,0.5964812458417642,0.3686259754133293
MAT 7:5,0.133,1086.0,0.5957,360.5,0.8164,0.4429,610.5,0.4269046122983875,0.48380985182900954
MAT 7:6,0.1008,1283.0,0.276,464.5,0.5537,0.2445,727.5,0.7264930637165348,0.2779157676928693
MAT 7:7,0.2294,752.0,0.5156,24.0,0.839,0.11926,574.0,0.7706448962028145,0.37790257924790616
MAT 7:8,0.1627,1350.0,0.54,572.0,0.6445,0.2109,979.5,0.7152046529263356,0.3583415917067224
MAT 7:9,0.182,226.8,0.4497,116.4,0.741,0.1967,174.5,0.6955274809539806,0.36089664600172083
MAT 7:10,0.3372,105.6,0.4155,38.75,0.67,0.2705,85.1,0.783704704987857,0.370327564691732
MAT 7:11,0.1602,500.2,0.4258,145.8,0.769,0.1926,287.0,0.6001673564981497,0.37284641676960084
MAT 7:12,0.1849,1336.0,0.2869,541.0,0.692,0.216,792.5,0.7186989145511186,0.32053038321113614
MAT 7:13,0.148,1600.0,0.3928,598.0,0.598,0.2988,925.0,0.6989606201337984,0.33323884687749883
MAT 7:14,0.2174,1650.0,0.408,670.5,0.7085,0.3398,973.0,0.7010452592195193,0.37914386033559044
MAT 7:15,0.1442,602.5,0.3613,272.0,0.6885,0.1979,414.2,0.7709209884772504,0.3133208892884316
MAT 7:16,0.1603,1071.0,0.509,298.5,0.7686,0.3843,535.0,0.6539377443166644,0.41796060796021134
MAT 7:17,0.2786,1586.0,0.3335,329.5,0.6504,0.2289,785.5,0.6795449173143927,0.3506913171800296
MAT 7:18,0.2239,26.9,0.4092,17.8,0.781,0.1388,15.8,0.6420220189866728,0.3707056059722853
MAT 7:19,0.4065,512.5,0.4932,389.8,0.8896,0.1935,335.5,0.7321549016071948,0.44005200021438334
MAT 7:20,0.4534,2754.0,0.3586,781.5,0.6416,0.2686,1521.0,0.722932347583308,0.3883226468856955
MAT 7:21,0.102,596.5,0.5786,463.8,0.806,0.4277,477.8,0.39973130080468133,0.47282438439786234
MAT 7:22,0.1125,1386.0,0.3528,537.0,0.7256,0.3352,776.0,0.5667659052243048,0.3719604136127807
MAT 7:23,0.1719,1443.0,0.3096,323.2,0.6216,0.1499,695.5,0.782067558098639,0.28061594218213964
MAT 7:24,0.1295,831.0,0.3926,382.5,0.7656,0.223,617.5,0.6578647542084299,0.35548581293515913
MAT 7:25,0.1066,1141.0,0.3079,465.2,0.629,0.289,625.5,0.6319473857917058,0.32427621990564204
MAT 7:26,0.2104,573.5,0.3682,184.9,0.7876,0.1667,461.5,0.7125002217914478,0.34949931096278664
MAT 7:27,0.1422,1199.0,0.3794,324.2,0.663,0.2717,687.5,0.634653375737027,0.349296328016696
MAT 7:28,0.1393,1496.0,0.4297,668.0,0.84,0.2522,854.0,0.605404075331094,0.3950920569982494
MAT 7:29,0.1776,1534.0,0.4597,851.0,0.705,0.3103,1078.0,0.6540661358810312,0.38333219943317953
MAT 8:1,0.2001,1854.0,0.366,536.0,0.826,0.19,1032.0,0.6936346821866375,0.36541476482817853
MAT 8:2,0.161,698.5,0.4382,500.5,0.768,0.267,519.5,0.6513341588387332,0.38147397885870193
MAT 8:3,0.1282,2180.0,0.509,583.0,0.7563,0.3108,1129.0,0.5279846088943708,0.4167765504761436
MAT 8:4,0.1382,1203.0,0.386,500.2,0.796,0.2484,690.0,0.7045997208610824,0.36003876667108614
MAT 8:5,0.1637,567.5,0.359,44.12,0.8345,0.2094,274.0,0.762513589368222,0.34722645168006644
MAT 8:6,0.1323,1771.0,0.2979,759.5,0.789,0.307,1038.0,0.6401677113811313,0.3588202168225336
MAT 8:7,0.321,1839.0,0.3103,405.2,0.571,0.2588,1076.0,0.754296439373301,0.33113447228957116
MAT 8:8,0.1229,456.8,0.3882,289.5,0.7847,0.2162,360.8,0.6340622969255536,0.3594366494577521
MAT 8:9,0.0777,614.5,0.4055,410.5,0.7993,0.2087,430.0,0.5839226402742564,0.3648271053388396
MAT 8:10,0.1185,1554.0,0.406,485.2,0.6646,0.326,824.0,0.536915692375401,0.37551123747134624
MAT 8:11,0.1609,777.5,0.5464,441.2,0.8423,0.4292,500.0,0.4649673262494122,0.4775691052527084
MAT 8:12,0.1973,886.0,0.4045,554.5,0.7397,0.3936,634.0,0.4917218816451684,0.42606413434583573
MAT 8:13,0.09546,1660.0,0.3115,634.0,0.6016,0.2822,948.5,0.5834622075124098,0.3231939357925225
MAT 8:14,0.1,1509.0,0.3523,557.5,0.675,0.3591,916.0,0.5903795505060344,0.36130251241207595
MAT 8:15,0.2703,2416.0,0.4546,955.0,0.7256,0.329,1388.0,0.5895454444949708,0.4193823090981553
MAT 8:16,0.1406,1685.0,0.4143,598.0,0.7036,0.2827,956.5,0.5984414455684627,0.372267452466022
MAT 8:17,0.1332,1271.0,0.4868,548.0,0.8,0.3293,942.5,0.5812623268900522,0.4156597355825953
MAT 8:18,0.1958,458.8,0.4473,314.0,0.7505,0.1805,353.5,0.6537177027747184,0.3688018178380316
MAT 8:19,0.142,950.0,0.504,575.0,0.883,0.2466,686.5,0.6336768397818342,0.4141259364625429
MAT 8:20,0.1092,642.5,0.522,408.5,0.8496,0.352,518.0,0.5453970896454834,0.4368860792031701
MAT 8:21,0.1879,1765.0,0.4617,528.0,0.729,0.3975,1176.0,0.48021783189694467,0.4351183386931686
MAT 8:22,0.1862,2460.0,0.457,778.0,0.7266,0.3525,1402.0,0.6296782909068029,0.40209546921985845
MAT 8:23,0.2903,2184.0,0.3726,675.0,0.7295,0.3386,1254.0,0.4901007062615842,0.4257427680048105
MAT 8:24,0.07544,1711.0,0.349,603.0,0.604,0.2461,979.5,0.6751180040178327,0.3075026802651049
MAT 8:25,0.176,1011.0,0.4065,758.0,0.8174,0.282,740.0,0.6049508908904246,0.394538133275353
MAT 8:26,0.1141,1154.0,0.4248,574.5,0.6978,0.3164,757.5,0.5776617523393162,0.3781453748095424
MAT 8:27,0.073,1589.0,0.3557,667.5,0.658,0.2605,952.0,0.6927611745297012,0.31796030030151406
MAT 8:28,0.06836,587.5,0.2622,345.5,0.6377,0.1997,419.5,0.7248541161261648,0.2782713616795251
MAT 8:29,0.1287,1112.0,0.4915,479.2,0.778,0.3047,685.5,0.5333676506195687,0.41274423769357393
MAT 8:30,0.1409,993.0,0.3171,227.4,0.7017,0.2448,612.5,0.8742203577280958,0.29845930275111376
MAT 8:31,0.1637,1151.0,0.3481,225.6,0.568,0.2277,623.0,0.7474539592615266,0.30227301103589693
MAT 8:32,0.1167,1016.0,0.3093,487.5,0.613,0.3035,680.5,0.5825330676109279,0.3348639660915969
MAT 8:33,0.1428,905.5,0.3682,404.2,0.7915,0.1442,521.0,0.7506030336528888,0.33033517591143696
MAT 8:34,0.1565,934.5,0.3958,612.0,0.739,0.2212,671.5,0.6184157084632919,0.3639061278119334
MAT 9:1,0.2866,947.0,0.3257,706.0,0.702,0.1959,633.0,0.6258110705345437,0.3622432524796374
MAT 9:2,0.1015,1213.0,0.4797,345.0,0.7334,0.331,790.0,0.5563823631090044,0.39813949881887206
MAT 9:3,0.119,1499.0,0.416,538.5,0.6665,0.2686,879.0,0.6159350322000812,0.35453231173133326
MAT 9:4,0.1175,1857.0,0.3638,529.0,0.6675,0.2559,979.0,0.6092243921997467,0.3428518363854831
MAT 9:5,0.1519,1812.0,0.4827,469.0,0.704,0.2769,911.5,0.5904481893458482,0.3879003375835261
MAT 9:6,0.104,694.5,0.4558,313.5,0.8706,0.2413,432.0,0.5226071769367089,0.41025671128513225
MAT 9:7,0.1895,3724.0,0.2004,929.5,0.4983,0.3213,1945.0,0.5748027603135795,0.31097305141441683
