,source,target,co-occurrence_count,translation_score
107,a,minibar,1,2.452785011153815e-45
108,a,mira,2,2.8345751839170824e-44
109,a,miralles,2,1.1975835292322416e-44
110,a,miss,2,1.1975835292322416e-44
111,a,moliner,1,3.2904817954559704e-44
112,a,monday,2,5.586639704879602e-45
113,a,montero,1,3.197491242391738e-44
114,a,morales,1,3.421859240666863e-44
115,a,morning,25,7.300869604167769e-46
116,a,mountain,7,3.970420931034775e-32
117,a,move,11,0.09764056153420599
118,a,moving,2,1.5201753539810414e-26
119,a,mr,16,0.0008557468826635959
120,a,mrs,9,1.5760772092817207e-45
121,a,my,50,0.03175079719925433
122,a,next,1,2.978741679917876e-45
123,a,night,2,2.5527242491200608e-45
124,a,nights,1,5.690166483422313e-45
125,a,nine,23,4.685412988253177e-46
126,a,nineteenth,2,1.582207217423965e-44
127,a,november,1,1.1712684974700825e-44
128,a,number,30,5.635811439846218e-08
129,a,oclock,21,6.4039800814517955e-46
130,a,october,1,3.0258102895763997e-44
131,a,of,12,0.22654711323540222
132,a,oh,8,1.0324176494720984e-45
133,a,on,34,0.0008005886835334782
134,a,one,28,1.3387605285745138e-39
135,a,orenga,1,3.2904817954559704e-44
136,a,ortiz,2,1.306681349168462e-44
137,a,our,45,0.035640182267560674
138,a,paches,2,1.2461789613748664e-44
139,a,padilla,1,3.2904817954559704e-44
140,a,paloma,2,1.2319014058249635e-44
141,a,past,52,6.487688392917277e-06
142,a,peinado,1,3.1974911675609294e-44
143,a,peris,1,2.908215550470983e-44
144,a,pilar,1,2.908215550470983e-44
145,a,please,120,0.0010850065319308881
146,a,puig,1,3.0670550824489854e-44
147,a,pérez,1,2.8709424321609344e-44
148,a,quarter,48,0.0012197375753098642
149,a,quereda,1,3.197491242391738e-44
150,a,quiet,21,2.4477719811098483e-46
151,a,quieter,5,1.6764692852776978e-45
152,a,rafael,1,3.197491242391738e-44
153,a,ramos,1,3.1528524024911797e-44
154,a,ramírez,2,1.2461789613748664e-44
155,a,reception,5,0.065002615994998
156,a,reservation,33,0.01229911885205338
157,a,ricardo,4,1.1975835292322416e-44
158,a,roberto,2,1.2120493968148468e-44
159,a,roda,1,3.2904817954559704e-44
160,a,room,147,0.017067424086347732
161,a,rosario,3,7.522543806606905e-45
162,a,rubio,1,3.338933941196098e-44
163,a,ródenas,1,3.1093884419981067e-44
164,a,salsas,2,2.8709424321609344e-44
165,a,santos,1,1.6265695184728339e-44
166,a,sanz,1,2.908215550470983e-44
167,a,saturday,1,5.679010812101016e-45
168,a,sea,1,4.415276409097319e-45
169,a,second,2,6.229315393988844e-45
170,a,send,59,0.0012628190688985543
171,a,sending,11,1.9012800747623615e-45
172,a,september,7,2.2353993209987428e-45
173,a,sergio,2,7.965204099632786e-45
174,a,seven,13,6.664927032686853e-46
175,a,seventh,2,7.324466852846692e-45
176,a,should,21,3.8889335480129984e-46
177,a,shower,4,2.060606729771459e-45
178,a,silvia,1,3.197491242391738e-44
179,a,single,10,2.735189493585275e-46
180,a,six,22,5.4790860288133766e-46
181,a,sixteenth,2,1.2319014058249635e-44
182,a,soler,1,3.197491242391738e-44
183,a,station,4,5.748473694281973e-45
184,a,suitcase,7,0.12039365806122385
185,a,suitcases,6,0.010444193317047592
186,a,sunday,3,0.02709567620812316
187,a,susana,1,3.2904817954559704e-44
188,a,sáez,1,3.0258102895763997e-44
189,a,taking,3,3.047992001303308e-45
190,a,taxi,25,0.03806951636467928
191,a,telephone,18,3.96251624575894e-24
192,a,ten,13,1.673580473452298e-45
193,a,tena,1,3.1093884419981067e-44
194,a,teresa,2,1.1580531188281245e-44
195,a,the,114,0.0004677341365817967
196,a,third,1,3.1094100364710057e-44
197,a,thirteenth,3,1.2248831178135886e-44
198,a,thirtieth,2,1.427180477430739e-44
199,a,thirty,1,1.54658685774318e-41
200,a,this,1,3.6496407086557424e-45
201,a,three,25,3.765249691086533e-46
202,a,thursday,5,3.1096175983313444e-45
203,a,to,144,0.30138905155111384
204,a,today,13,0.00018891937473613252
205,a,tomorrow,46,0.12916590056336022
206,a,tomás,1,3.1528524024911797e-44
207,a,tonight,2,1.769485183743896e-45
208,a,town,4,1.211081213808915e-44
209,a,travel,12,7.006666587593064e-19
210,a,tv,24,1.4200452569680531e-05
211,a,twelve,8,2.652341557789435e-45
212,a,twentyeighth,1,5.851782882384386e-45
213,a,twentyninth,2,2.3775972047277766e-41
214,a,twentyseventh,2,7.137440084340967e-45
215,a,twentysix,1,3.0670550824489854e-44
216,a,twentysixth,2,3.1528526230094373e-44
217,a,two,21,4.2953901567846784e-46
218,a,until,4,5.263691855041132e-46
219,a,up,96,0.5172684552205289
220,a,us,54,0.06611034744585555
221,a,valls,1,3.067028466279749e-44
222,a,velasco,1,3.197491242391738e-44
223,a,viciano,1,1.2534411263788804e-44
224,a,view,18,0.0926275288827608
225,a,vilanova,3,1.238999480082336e-44
226,a,virginia,2,1.231901313273698e-44
227,a,vázquez,1,3.243351392706311e-44
228,a,víctor,1,1.2461789613748664e-44
229,a,wake,66,0.054798652390071874
230,a,waking,7,1.3362639239054516e-07
231,a,want,19,2.3163824076524544e-46
232,a,warmer,2,5.936728250836506e-45
233,a,we,50,3.745689828809652e-43
234,a,weeks,1,3.1528524024911797e-44
235,a,what,1,0.07029840905501598
236,a,will,1,1.271681027619374e-44
237,a,with,36,2.3773375595959222e-43
238,a,would,46,2.51790772221359e-46
239,a,you,138,0.002540683348043958
240,a,álvarez,1,3.2904145088481285e-44
241,a,ángel,1,3.0670550824489854e-44
242,abril,a,1,2.5273665539259027e-45
243,abril,afternoon,1,2.5273665539259027e-45
244,abril,am,1,2.5273665539259027e-45
245,abril,april,5,0.5371807868556647
246,abril,are,1,2.5273665539259027e-45
247,abril,at,3,2.5273665539259027e-45
248,abril,eight,1,2.5273665539259027e-45
249,abril,eleventh,1,1.2534411263788804e-44
250,abril,evening,2,2.5273665539259027e-45
251,abril,fourth,1,1.2534411263788804e-44
252,abril,friday,2,2.980209601099191e-45
253,abril,half,1,2.5273665539259027e-45
254,abril,i,2,2.5273665539259027e-45
255,abril,in,5,1.6959401074666146e-05
256,abril,leave,3,2.5273665539259027e-45
257,abril,leaving,2,2.5273665539259027e-45
258,abril,monday,2,5.586639704879602e-45
259,abril,morning,2,2.5273665539259027e-45
260,abril,nine,1,2.5273665539259027e-45
261,abril,nineteenth,2,0.8833727328782637
262,abril,ninth,1,0.8294638148212963
263,abril,on,5,2.5273665539259024e-45
264,abril,past,2,2.5273665539259027e-45
265,abril,quarter,1,2.5273665539259027e-45
266,abril,should,3,2.5273665539259027e-45
267,abril,the,10,0.017858965286647096
268,abril,thursday,1,3.1096175983313444e-45
269,abril,twelve,1,2.5273665539259027e-45
270,abril,we,3,2.5273665539259027e-45
271,acepta,accept,1,3.547088466787994e-44
272,acepta,cash,1,3.547088466787994e-44
273,acepta,do,1,0.9535050292471751
274,acepta,you,1,3.547088466787994e-44
275,aceptan,accept,3,7.217517622290998e-45
276,aceptan,cash,2,7.217517622290998e-45
277,aceptan,checks,1,3.547088466787994e-44
278,aceptan,do,3,0.8588162275161094
279,aceptan,traveler,1,3.681379404737276e-44
280,aceptan,you,3,0.022094741053304983
281,aceptaría,accept,1,3.548279409056641e-44
282,aceptaría,cash,1,3.548279409056641e-44
283,aceptaría,would,1,0.953491121475327
284,aceptaría,you,1,3.548279409056641e-44
285,aceptarían,accept,1,3.4729726825674617e-44
286,aceptarían,cards,1,3.547088466787994e-44
287,aceptarían,credit,1,3.6813838492567664e-44
288,aceptarían,would,1,0.9331753123428306
289,aceptarían,you,1,8.456059243365997e-32
290,acondicionado,a,27,8.538713647400018e-29
291,acondicionado,after,1,7.132115071589334e-45
292,acondicionado,air,26,0.34946074875646066
293,acondicionado,and,12,0.019017204385097554
294,acondicionado,any,1,1.3702100129350674e-45
295,acondicionado,are,2,6.3593757798181e-46
296,acondicionado,available,4,4.3245769883386714e-39
297,acondicionado,bath,1,1.285635162215642e-45
298,acondicionado,book,3,6.3593757798181e-46
299,acondicionado,booked,2,6.3593757798181e-46
300,acondicionado,conditioning,26,0.612357984071085
301,acondicionado,could,2,6.3593757798181e-46
302,acondicionado,day,1,1.6042006242588828e-45
303,acondicionado,days,1,2.0167991073155277e-45
304,acondicionado,do,5,6.359375779818099e-46
305,acondicionado,does,5,8.937136871535124e-46
306,acondicionado,double,2,6.3593757798181e-46
307,acondicionado,for,3,6.3593757798181e-46
308,acondicionado,have,11,0.01486292634515211
309,acondicionado,hot,2,1.595803136031546e-45
310,acondicionado,i,6,6.3593757798181e-46
311,acondicionado,in,7,6.3593757798181e-46
312,acondicionado,is,5,6.359375779818099e-46
313,acondicionado,it,1,2.7034415728047225e-45
314,acondicionado,like,2,6.3593757798181e-46
315,acondicionado,minibar,3,2.4527850111538152e-45
316,acondicionado,move,1,8.871178702704037e-46
317,acondicionado,my,2,6.3593757798181e-46
318,acondicionado,please,5,6.359375779818099e-46
319,acondicionado,room,20,1.6234914857840752e-06
320,acondicionado,rooms,5,6.359375779818099e-46
321,acondicionado,safe,1,5.830385062666327e-45
322,acondicionado,see,1,6.394016933643723e-46
323,acondicionado,shower,1,2.060606729771459e-45
324,acondicionado,single,1,6.3593757798181e-46
325,acondicionado,telephone,3,6.3593757798181e-46
326,acondicionado,the,11,1.5745599793692365e-45
327,acondicionado,there,7,6.3593757798181e-46
328,acondicionado,this,1,3.6496407086557424e-45
329,acondicionado,to,4,6.3593757798181e-46
330,acondicionado,today,1,6.738404080956581e-46
331,acondicionado,tomorrow,1,6.3593757798181e-46
332,acondicionado,tv,6,6.3593757798181e-46
333,acondicionado,twenty,1,3.1560623187263024e-44
334,acondicionado,until,1,6.3593757798181e-46
335,acondicionado,want,3,6.3593757798181e-46
336,acondicionado,water,2,2.253281463228307e-45
337,acondicionado,we,3,6.3593757798181e-46
338,acondicionado,week,1,1.6166415787363256e-45
339,acondicionado,with,13,3.315065257738662e-45
340,acondicionado,would,2,6.3593757798181e-46
341,acondicionado,you,4,6.3593757798181e-46
342,acuerdo,agree,1,0.9535050292471751
343,acuerdo,do,1,3.547088466787994e-44
344,acuerdo,i,1,3.547088466787994e-44
345,acuerdo,not,1,3.547088466787994e-44
346,adiós,bye,2,1.0
347,adiós,good,2,0.4349324436344957
348,agua,a,4,3.6971564404016664e-45
349,agua,air,2,3.6971564404016664e-45
350,agua,and,3,3.6987436823572915e-45
351,agua,available,1,3.6971564404016664e-45
352,agua,conditioning,2,3.6971564404016664e-45
353,agua,do,1,3.6971564404016664e-45
354,agua,does,1,3.6971564404016664e-45
355,agua,have,2,3.6971564404016664e-45
356,agua,hot,5,0.4810212987298012
357,agua,i,1,3.6971564404016664e-45
358,agua,in,2,3.6971564404016664e-45
359,agua,is,2,3.6971564404016664e-45
360,agua,please,2,3.6971564404016664e-45
361,agua,room,4,3.6971564404016664e-45
362,agua,rooms,1,3.6971564404016664e-45
363,agua,telephone,1,3.6971564404016664e-45
364,agua,the,4,3.6971564404016664e-45
365,agua,there,2,3.6971564404016664e-45
366,agua,tv,1,3.6971564404016664e-45
367,agua,twentyseventh,1,7.137440084340967e-45
368,agua,until,1,3.6971564404016664e-45
369,agua,want,1,3.6971564404016664e-45
370,agua,water,5,0.4567193538628356
371,agua,with,2,3.6971564404016664e-45
372,agua,you,1,3.6971564404016664e-45
373,aire,a,27,2.1273258367774497e-06
374,aire,after,1,7.132115071589334e-45
375,aire,air,26,0.6143617933008434
376,aire,and,12,0.026791327849369204
377,aire,any,1,1.3702100129350674e-45
378,aire,are,2,8.849392191774387e-46
379,aire,available,4,8.849392191774387e-46
380,aire,bath,1,1.285635162215642e-45
381,aire,book,3,8.849392191774387e-46
382,aire,booked,2,8.849392191774387e-46
383,aire,conditioning,26,0.2649413874360251
384,aire,could,2,8.849392191774387e-46
385,aire,day,1,1.6042006242588828e-45
386,aire,days,1,2.0167991073155277e-45
387,aire,do,5,8.849392191774387e-46
388,aire,does,5,8.937136871535124e-46
389,aire,double,2,8.849392191774387e-46
390,aire,for,3,8.849392191774387e-46
391,aire,have,11,0.01701329224419369
392,aire,hot,2,1.595803136031546e-45
393,aire,i,6,8.849392191774387e-46
394,aire,in,7,8.849392191774387e-46
395,aire,is,5,8.849392191774387e-46
396,aire,it,1,2.7034415728047225e-45
397,aire,like,2,8.849392191774387e-46
398,aire,minibar,3,2.4527850111538152e-45
399,aire,move,1,8.871178702704037e-46
400,aire,my,2,8.849392191774387e-46
401,aire,please,5,8.849392191774387e-46
402,aire,room,20,0.010544815575358676
403,aire,rooms,5,8.849392191774387e-46
404,aire,safe,1,5.830385062666327e-45
405,aire,see,1,8.849392191774387e-46
406,aire,shower,1,2.060606729771459e-45
407,aire,single,1,8.849392191774387e-46
408,aire,telephone,3,8.849392191774387e-46
409,aire,the,11,0.0007536538864629344
410,aire,there,7,3.2542611844220465e-05
411,aire,this,1,3.6496407086557424e-45
412,aire,to,4,8.849392191774387e-46
413,aire,today,1,8.849392191774387e-46
414,aire,tomorrow,1,8.849392191774387e-46
415,aire,tv,6,8.849392191774387e-46
416,aire,twenty,1,3.1560623187263024e-44
417,aire,until,1,8.849392191774387e-46
418,aire,want,3,8.849392191774387e-46
419,aire,water,2,2.253281463228307e-45
420,aire,we,3,8.849392191774387e-46
421,aire,week,1,1.6166415787363256e-45
422,aire,with,13,0.00039353686977026644
423,aire,would,2,8.849392191774387e-46
424,aire,you,4,8.849392191774387e-46
425,al,a,5,6.261723540658399e-46
426,al,and,1,6.261723540658399e-46
427,al,asunción,1,2.834575312394031e-44
428,al,bags,8,5.867817754508502e-06
429,al,bus,10,0.45714627127825064
430,al,can,7,6.261723540658399e-46
431,al,car,7,0.44705404022370043
432,al,could,7,6.261723540658399e-46
433,al,espinosa,1,2.834575312394031e-44
434,al,for,2,6.261723540658399e-46
435,al,have,1,6.261723540658399e-46
436,al,i,1,6.261723540658399e-46
437,al,in,6,0.14069907817214317
438,al,luggage,10,3.86456540457601e-15
439,al,made,1,6.261723540658399e-46
440,al,mind,4,6.261723540658399e-46
441,al,my,8,6.261723540658399e-46
442,al,of,1,2.4287026623993844e-45
443,al,on,4,0.08166026560228966
444,al,our,6,6.261723540658398e-46
445,al,put,8,2.743073167208074e-45
446,al,putting,2,1.3742161366223358e-44
447,al,reservation,1,6.261723540658399e-46
448,al,room,1,6.261723540658399e-46
449,al,sea,1,4.415276409097319e-45
450,al,send,10,6.261723540658399e-46
451,al,sending,2,1.9012800747623615e-45
452,al,suitcases,4,2.0416023308909204e-45
453,al,taxi,5,7.0902396275781146e-06
454,al,telephone,1,6.261723540658399e-46
455,al,the,31,0.6103649717248261
456,al,to,12,0.11403642902892554
457,al,travel,3,9.117281503709282e-46
458,al,tv,1,6.261723540658399e-46
459,al,view,1,1.1385977764431853e-45
460,al,with,1,6.261723540658399e-46
461,al,would,4,6.261723540658399e-46
462,al,you,18,6.261723540658398e-46
463,alguna,a,41,0.8028537344874839
464,alguna,air,2,7.37885391534577e-46
465,alguna,and,2,7.37885391534577e-46
466,alguna,at,3,7.37885391534577e-46
467,alguna,available,14,6.323448896052087e-07
468,alguna,bath,1,1.285635162215642e-45
469,alguna,conditioning,2,9.083642174738253e-46
470,alguna,could,11,7.37885391534577e-46
471,alguna,do,10,0.03153419478306017
472,alguna,double,6,7.37885391534577e-46
473,alguna,fill,1,4.021615047583486e-45
474,alguna,form,2,2.174605130153473e-45
475,alguna,have,10,0.07099127581516908
476,alguna,i,9,9.855403626795338e-46
477,alguna,in,1,7.37885391534577e-46
478,alguna,is,4,7.37885391534577e-46
479,alguna,look,3,0.3920816731499565
480,alguna,me,3,7.37885391534577e-46
481,alguna,mind,5,7.37885391534577e-46
482,alguna,minibar,1,2.452785011153815e-45
483,alguna,please,8,7.37885391534577e-46
484,alguna,quiet,11,0.001842923099709192
485,alguna,registration,2,7.92237419901378e-06
486,alguna,room,30,0.011797002003119336
487,alguna,see,11,0.28836362509725555
488,alguna,should,2,7.37885391534577e-46
489,alguna,showing,2,0.05722609936842431
490,alguna,sign,1,1.0684596962908741e-21
491,alguna,single,7,7.37885391534577e-46
492,alguna,taking,3,3.047992001303308e-45
493,alguna,telephone,1,7.37885391534577e-46
494,alguna,there,4,0.038026382386292225
495,alguna,tv,3,7.37885391534577e-46
496,alguna,us,2,7.37885391534577e-46
497,alguna,we,4,7.37885391534577e-46
498,alguna,with,5,7.37885391534577e-46
499,alguna,would,5,7.37885391534577e-46
500,alguna,you,15,0.0005225264008434365
501,alicia,a,1,5.42308542650267e-38
502,alicia,alicia,1,0.3272154627327785
503,alicia,booked,1,5.42308542650267e-38
504,alicia,for,1,5.424378753178446e-38
505,alicia,i,1,5.42308542650267e-38
506,alicia,morales,1,5.42308542650267e-38
507,alicia,room,1,5.42308542650267e-38
508,amelia,a,1,3.338933941196098e-44
509,amelia,amelia,1,0.8975502965499732
510,amelia,booked,1,3.338933941196098e-44
511,amelia,for,1,3.338933941196098e-44
512,amelia,i,1,3.338933941196098e-44
513,amelia,peinado,1,3.338933941196098e-44
514,amelia,quiet,1,3.338933941196098e-44
515,amelia,room,1,3.338933941196098e-44
516,andrés,a,4,3.0258102895763997e-44
517,andrés,and,1,3.0258102895763997e-44
518,andrés,andrés,1,0.8133784526867186
519,andrés,bath,1,3.0258102895763997e-44
520,andrés,booked,1,3.0258102895763997e-44
521,andrés,double,1,3.0258102895763997e-44
522,andrés,for,1,3.0258102895763997e-44
523,andrés,good,1,3.0258102895763997e-44
524,andrés,i,1,3.0258102895763997e-44
525,andrés,quiet,1,3.0258102895763997e-44
526,andrés,room,1,3.0258102895763997e-44
527,andrés,sanz,1,3.0258102895763997e-44
528,andrés,tv,1,3.0258102895763997e-44
529,andrés,view,1,3.0258102895763997e-44
530,andrés,with,1,3.0258102895763997e-44
531,anotados,all,1,0.0012228504187436861
532,anotados,are,3,0.011743159091017924
533,anotados,bill,2,1.3657984422352422e-44
534,anotados,extras,2,0.9435183632728431
535,anotados,in,2,1.3657984422352422e-44
536,anotados,included,3,1.365928722200954e-44
537,anotados,taxes,1,1.3657984422352422e-44
538,anotados,the,2,1.3657984422352422e-44
539,apuntada,bill,1,8.293364539781635e-44
540,apuntada,included,1,8.293364539781635e-44
541,apuntada,is,1,0.010161674037484665
542,apuntada,phone,1,1.0318486837675779e-27
543,apuntada,the,1,0.874977769607588
544,apuntado,bill,4,4.9440029013593136e-45
545,apuntado,everything,1,4.9440029013593136e-45
546,apuntado,included,5,0.04824203096837387
547,apuntado,is,5,1.8334777953550495e-40
548,apuntado,phone,4,0.3495299706872952
549,apuntado,the,4,0.398610773399802
550,apuntados,all,1,9.53314187088216e-45
551,apuntados,are,4,0.04838159938422235
552,apuntados,bill,2,9.53314187088216e-45
553,apuntados,expenses,2,0.6757365365828092
554,apuntados,extras,1,0.021214297084325578
555,apuntados,in,2,9.53314187088216e-45
556,apuntados,included,4,9.53314187088216e-45
557,apuntados,taxes,1,9.53314187088216e-45
558,apuntados,the,2,9.53314187088216e-45
559,arnau,a,4,3.1528524024911797e-44
560,arnau,and,1,3.1528524024911797e-44
561,arnau,arnau,1,0.847529079242732
562,arnau,for,2,3.1528524024911797e-44
563,arnau,i,1,3.1528524024911797e-44
564,arnau,made,1,3.1528524024911797e-44
565,arnau,reservation,1,3.1528524024911797e-44
566,arnau,roberto,1,3.1528524024911797e-44
567,arnau,room,1,3.1528524024911797e-44
568,arnau,telephone,1,3.1528524024911797e-44
569,arnau,tv,1,3.1528524024911797e-44
570,arnau,with,1,3.1528524024911797e-44
571,arturo,a,4,2.946427818614382e-44
572,arturo,and,1,2.946427818614382e-44
573,arturo,arturo,1,0.7920393781175148
574,arturo,bathroom,1,2.946427818614382e-44
575,arturo,double,1,2.946427818614382e-44
576,arturo,for,2,2.946427818614382e-44
577,arturo,i,1,2.946427818614382e-44
578,arturo,made,1,2.946427818614382e-44
579,arturo,mira,1,2.946427818614382e-44
580,arturo,of,1,2.946427818614382e-44
581,arturo,quiet,1,2.946427818614382e-44
582,arturo,reservation,1,2.946427818614382e-44
583,arturo,room,1,2.946427818614382e-44
584,arturo,the,1,2.946427818614382e-44
585,arturo,town,1,2.946427818614382e-44
586,arturo,view,1,2.946427818614382e-44
587,arturo,with,1,2.946427818614382e-44
588,aseo,a,7,0.0027064488958590182
589,aseo,air,1,1.1105254793477446e-44
590,aseo,and,2,1.1105254793477446e-44
591,aseo,available,1,1.1105254793477446e-44
592,aseo,bath,2,0.7981185976953756
593,aseo,booked,1,1.1105254793477446e-44
594,aseo,conditioning,1,1.1105254793477446e-44
595,aseo,do,1,1.1105254793477446e-44
596,aseo,for,1,1.1105254793477446e-44
597,aseo,have,2,1.1105254793477446e-44
598,aseo,herrero,1,5.543510723662561e-42
599,aseo,josé,1,1.238999480082336e-44
600,aseo,room,2,1.1105254793477446e-44
601,aseo,single,1,1.1105254793477446e-44
602,aseo,telephone,1,1.1105254793477446e-44
603,aseo,tomorrow,1,1.1105254793477446e-44
604,aseo,tv,2,1.1105254793477446e-44
605,aseo,until,1,1.1105254793477446e-44
606,aseo,we,1,1.1105254793477446e-44
607,aseo,with,2,1.1105254793477446e-44
608,aseo,you,1,1.1105254793477446e-44
609,asunción,a,5,2.946427818614382e-44
610,asunción,and,1,2.946427818614382e-44
611,asunción,asunción,1,0.7920393781175148
612,asunción,espinosa,1,2.946427818614382e-44
613,asunción,for,2,2.946427818614382e-44
614,asunción,have,1,2.946427818614382e-44
615,asunción,i,1,2.946427818614382e-44
616,asunción,made,1,2.946427818614382e-44
617,asunción,of,1,2.946427818614382e-44
618,asunción,reservation,1,2.946427818614382e-44
619,asunción,room,1,2.946427818614382e-44
620,asunción,sea,1,2.946427818614382e-44
621,asunción,telephone,1,2.946427818614382e-44
622,asunción,the,1,2.946427818614382e-44
623,asunción,tv,1,2.946427818614382e-44
624,asunción,view,1,2.946427818614382e-44
625,asunción,with,1,2.946427818614382e-44
626,autobús,bags,4,1.850314320218666e-45
627,autobús,bus,10,0.829207468978808
628,autobús,can,3,1.850314320218666e-45
629,autobús,could,2,1.850314320218666e-45
630,autobús,luggage,4,1.850314320218666e-45
631,autobús,mind,3,1.850314320218666e-45
632,autobús,my,6,1.850314320218666e-45
633,autobús,on,4,0.03063543144813894
634,autobús,our,2,1.850314320218666e-45
635,autobús,put,2,2.743073167208074e-45
636,autobús,putting,2,1.3742161366223358e-44
637,autobús,send,5,1.850314320218666e-45
638,autobús,sending,1,1.9012800747623615e-45
639,autobús,suitcases,2,1.850314320218666e-45
640,autobús,the,12,0.05169820981183788
641,autobús,to,6,2.539949368774758e-45
642,autobús,travel,1,1.850314320218666e-45
643,autobús,would,3,1.850314320218666e-45
644,autobús,you,8,1.850314320218666e-45
645,baja,bags,1,3.2038410817339197e-44
646,baja,could,1,3.2038410817339197e-44
647,baja,down,1,3.2038410817339197e-44
648,baja,reception,1,3.2038410817339197e-44
649,baja,send,1,0.7794410051421338
650,baja,the,1,3.2038410817339197e-44
651,baja,to,1,3.2038410817339197e-44
652,baja,travel,1,3.2038410817339197e-44
653,baja,you,1,1.0566848273779437e-05
654,bajar,bags,2,1.242408995532056e-45
655,bajar,can,2,1.242408995532056e-45
656,bajar,could,6,1.2562909934753176e-45
657,bajar,down,10,0.5662550939825818
658,bajar,four,3,1.242408995532056e-45
659,bajar,luggage,6,1.242408995532056e-45
