vref,alignment_score,co-occurrence_count,translation_score,alignment_count,avg_aligned,jac_sim,match_counts,encoding_dist,total_score
MAT 4:25,0.1482,1702.0,0.749,1508.0,0.9673,0.625,933.5,0.29343585343410516,0.5992362929770991
MAT 5:1,0.133,1993.0,0.612,1686.0,0.858,0.3943,1111.0,0.43948726999181026,0.4850915298301639
MAT 5:2,0.10516,3298.0,0.751,1567.0,0.8013,0.5176,1728.0,0.26127603230576574,0.5454280393975018
MAT 5:3,0.2399,1839.0,0.6245,1325.0,0.7925,0.6216,1129.0,0.3890166554191954,0.5465032172115782
MAT 5:4,0.2866,707.5,0.4814,182.0,0.676,0.276,633.5,0.6800710761379292,0.3973500067710456
MAT 5:5,0.3577,1832.0,0.563,1451.0,0.769,0.5093,974.0,0.45695954024027624,0.5224649417694754
MAT 5:6,0.204,2790.0,0.545,1145.0,0.7314,0.5127,1547.0,0.5798891279794166,0.4622234170192111
MAT 5:7,0.279,2438.0,0.4856,1728.0,0.727,0.444,1436.0,0.6574129090949992,0.4426328088583212
MAT 5:8,0.2732,1771.0,0.549,1434.0,0.7827,0.4531,1002.0,0.4741325952061558,0.4920057646225922
MAT 5:9,0.2294,2005.0,0.6064,1470.0,0.792,0.548,1233.0,0.40602278943268955,0.523928848752298
MAT 5:10,0.1188,1630.0,0.6006,1168.0,0.812,0.5386,993.5,0.4623327578332102,0.4953184256054041
MAT 5:11,0.1857,1019.0,0.5537,867.0,0.7773,0.3171,626.0,0.5621988266856383,0.43545962213836675
MAT 5:12,0.1744,1771.0,0.6016,1514.0,0.8706,0.4258,997.0,0.49618774569839985,0.4918602717868365
MAT 5:13,0.0893,884.5,0.5186,701.5,0.798,0.3179,521.5,0.5752767937533313,0.41135556936563317
MAT 5:14,0.184,1253.0,0.533,1057.0,0.831,0.3816,661.0,0.46499162120880744,0.4680268881563497
MAT 5:15,0.151,1664.0,0.541,1334.0,0.783,0.4243,1001.5,0.5167964025287538,0.4551700380028596
MAT 5:16,0.126,898.0,0.606,772.0,0.868,0.376,583.5,0.4406167955238682,0.48112887857774567
MAT 5:17,0.1595,1292.0,0.628,1126.0,0.9097,0.4053,755.0,0.5780660761388494,0.48359113338516374
MAT 5:18,0.1302,1382.0,0.58,1179.0,0.8345,0.517,821.0,0.3901344379166545,0.502924642066987
MAT 5:19,0.1066,1167.0,0.5283,1034.0,0.8535,0.3232,671.0,0.5698170804889295,0.42884204108186336
MAT 5:20,0.151,1582.0,0.588,1310.0,0.765,0.504,923.0,0.3813665094446187,0.4942572568646048
MAT 5:21,0.1255,1295.0,0.4211,934.0,0.733,0.272,724.0,0.6788728055647184,0.3611992999443563
MAT 5:22,0.05673,988.0,0.4744,789.0,0.6743,0.3198,594.5,0.5376295459515756,0.3774905142316923
MAT 5:23,0.1818,1043.0,0.5146,880.0,0.8657,0.2927,568.0,0.6168727450034417,0.4319878403931748
MAT 5:24,0.167,1393.0,0.5967,1234.0,0.9233,0.3484,748.0,0.47346920617681915,0.48871194122769734
MAT 5:25,0.09,1296.0,0.509,1096.0,0.77,0.2966,731.0,0.5841330271616961,0.39937966184835083
MAT 5:26,0.2122,1304.0,0.5684,1103.0,0.8906,0.4043,738.0,0.46508243420075757,0.4983030359659428
MAT 5:27,0.2374,503.5,0.5166,431.5,0.8013,0.4297,416.0,0.5012592620253443,0.4753304303483482
MAT 5:28,0.1722,822.0,0.577,589.5,0.786,0.3384,605.0,0.5142897891950058,0.45142326266297855
MAT 5:29,0.0863,1467.0,0.5024,985.0,0.728,0.3828,852.5,0.5201526561586374,0.41490658271734854
MAT 5:30,0.09406,1267.0,0.5127,982.0,0.783,0.3845,758.5,0.49256596067051955,0.43407801933585505
MAT 5:31,0.1211,801.0,0.472,484.8,0.7734,0.2323,565.0,0.567437170869658,0.3887963892137942
MAT 5:32,0.11304,1348.0,0.5815,1102.0,0.752,0.2742,743.5,0.6079501809857896,0.4067785661112092
MAT 5:33,0.095,1418.0,0.588,1212.0,0.7744,0.4648,842.5,0.4880472005639459,0.45947942949197357
MAT 5:34,0.1346,1357.0,0.4907,1090.0,0.6973,0.394,824.5,0.5598746659574234,0.41038165061100557
MAT 5:35,0.1554,1076.0,0.5825,882.0,0.793,0.507,619.5,0.4262949416346256,0.49162361973027907
MAT 5:36,0.11554,1183.0,0.506,361.5,0.7944,0.3865,612.0,0.5784768977681872,0.42524855876265466
MAT 5:37,0.1066,907.0,0.524,574.0,0.738,0.2974,658.0,0.5005328026905835,0.41146203685825716
MAT 5:38,0.1844,1350.0,0.557,1181.0,0.784,0.2844,776.5,0.7094063423853544,0.4038599455208255
MAT 5:39,0.1335,1258.0,0.5083,999.5,0.8516,0.3625,769.5,0.5580338830724131,0.4398182604630501
MAT 5:40,0.1549,2642.0,0.604,1351.0,0.8467,0.3032,1390.0,0.6104856118747024,0.4409631424361101
MAT 5:41,0.2003,1590.0,0.4958,495.5,0.8374,0.455,859.0,0.48220963443762843,0.476346980460599
MAT 5:42,0.1144,1779.0,0.66,1326.0,0.8335,0.3442,1080.0,0.5445620317245607,0.4622477720514766
MAT 5:43,0.1266,2548.0,0.631,1258.0,0.7793,0.4895,1328.0,0.4029062488336149,0.49691300251596876
MAT 5:44,0.2122,1478.0,0.6377,1162.0,0.792,0.382,936.0,0.5108567821030168,0.4811147301771832
MAT 5:45,0.10016,1466.0,0.5967,1250.0,0.8423,0.4705,846.0,0.4304648814099745,0.48828717982352393
MAT 5:46,0.1674,1284.0,0.5522,1083.0,0.8306,0.3381,694.5,0.5646804309595519,0.4462025140867442
MAT 5:47,0.1324,1150.0,0.6016,971.5,0.8306,0.2637,595.0,0.5630755861990046,0.4324168440052667
MAT 5:48,0.1772,2254.0,0.604,736.0,0.8047,0.4639,1175.0,0.46734376659620047,0.4923569822077989
MAT 6:1,0.1371,717.0,0.514,460.0,0.7866,0.3137,505.8,0.5809289145045476,0.41423999308447473
MAT 6:2,0.08044,1178.0,0.504,986.5,0.8203,0.3215,687.5,0.583037231991106,0.4105930770362962
MAT 6:3,0.11865,1652.0,0.514,1396.0,0.892,0.3328,935.5,0.5607081669982981,0.43907564240096786
MAT 6:4,0.1609,1534.0,0.5127,1255.0,0.7246,0.3413,957.0,0.5213492838367296,0.42260263744835863
MAT 6:5,0.0725,1241.0,0.5796,1042.0,0.8784,0.3704,739.0,0.5751026768203233,0.4450037632905528
MAT 6:6,0.1271,1093.0,0.5557,913.5,0.8174,0.3628,710.0,0.5116982878949352,0.4493716005734812
MAT 6:7,0.08826,1344.0,0.48,883.0,0.716,0.332,727.5,0.662000504780692,0.3732925073972963
MAT 6:8,0.1515,983.0,0.4714,483.0,0.737,0.3472,786.0,0.5617752521798306,0.40914687710889724
MAT 6:9,0.1364,565.0,0.7007,464.2,0.9126,0.4016,453.0,0.45786825191656794,0.5120527167924636
MAT 6:10,0.0869,2294.0,0.566,523.5,0.7607,0.4485,1171.0,0.45508533181874955,0.45411530960964797
MAT 6:11,0.1461,1046.0,0.513,146.5,0.716,0.2983,947.0,0.5649763713875485,0.4006375624847786
MAT 6:12,0.344,3146.0,0.625,1441.0,0.832,0.386,1585.0,0.6038763756796653,0.49770954260319045
MAT 6:13,0.0598,2004.0,0.588,1763.0,0.8867,0.3699,1109.0,0.6148690432759966,0.4408890899050265
MAT 6:14,0.1207,1747.0,0.601,601.0,0.7383,0.368,957.0,0.5367103635781986,0.43826565465016104
MAT 6:15,0.1476,1926.0,0.5083,660.5,0.665,0.3826,1056.0,0.5468513097352696,0.41149051006727533
MAT 6:16,0.06433,914.0,0.4707,727.0,0.7217,0.338,547.0,0.5619126184068887,0.3880961508086638
MAT 6:17,0.1445,2850.0,0.6978,1424.0,0.829,0.5522,1504.0,0.40119586904538534,0.5371448416335217
MAT 6:18,0.1251,1241.0,0.5264,1025.0,0.7812,0.315,791.0,0.5925298113884117,0.4136793928843798
MAT 6:19,0.1493,1526.0,0.5957,712.0,0.8696,0.4326,783.5,0.4649292487865883,0.49150999830238057
MAT 6:20,0.1667,798.0,0.6304,709.5,0.9443,0.447,515.0,0.43262502906572503,0.5247116016177139
MAT 6:21,0.12317,1905.0,0.642,605.5,0.7974,0.4019,1036.0,0.37323440550019904,0.4891697540313763
MAT 6:22,0.1406,1235.0,0.587,1070.0,0.895,0.397,672.5,0.5243270103222564,0.4761327310615773
MAT 6:23,0.11005,1224.0,0.586,1040.0,0.8604,0.413,727.5,0.5027288210182632,0.4717205670632233
MAT 6:24,0.126,1269.0,0.6187,1129.0,0.939,0.4014,709.0,0.4762638896209144,0.4983800322143781
MAT 6:25,0.073,1320.0,0.576,1105.0,0.875,0.3877,769.0,0.5132067416390516,0.45717690039476916
MAT 6:26,0.1266,1328.0,0.6523,1151.0,0.933,0.383,760.0,0.5292467040627769,0.49041877986729104
MAT 6:27,0.1495,1046.0,0.461,485.2,0.6504,0.2277,672.0,0.743576368701225,0.3296063646839163
MAT 6:28,0.1146,1400.0,0.6064,1241.0,0.961,0.4788,754.0,0.4849992878845597,0.509366010213027
MAT 6:29,0.1384,1113.0,0.629,682.0,0.799,0.42,784.0,0.4287563051967857,0.4849854113789394
MAT 6:30,0.0945,1419.0,0.653,1230.0,0.8994,0.444,841.5,0.4790627342528245,0.4976869259517466
MAT 6:31,0.10095,249.6,0.595,203.9,0.834,0.3562,215.6,0.5363141432522736,0.44762673053728325
MAT 6:32,0.10394,1366.0,0.661,1167.0,0.9077,0.3772,788.0,0.5623535337755857,0.4749368282663785
MAT 6:33,0.1318,2378.0,0.7373,1270.0,0.8555,0.588,1334.0,0.2895247649798251,0.5683696963324002
MAT 6:34,0.1088,690.5,0.5015,396.8,0.7144,0.2695,489.5,0.6970552334407895,0.3661610934986983
MAT 7:1,0.2263,427.2,0.5083,301.8,0.789,0.2974,357.8,0.650959809520174,0.42303982212676594
MAT 7:2,0.1509,1635.0,0.6816,1390.0,0.843,0.4187,979.5,0.5140557919847815,0.4933994296689761
MAT 7:3,0.1143,1451.0,0.6177,1245.0,0.8496,0.429,854.0,0.4440284932951503,0.4868936503548765
MAT 7:4,0.1609,1688.0,0.6543,1463.0,0.891,0.4668,931.5,0.3850896063163283,0.5267372356234178
MAT 7:5,0.1233,1749.0,0.6943,1509.0,0.9146,0.5005,930.0,0.3832928193703277,0.5397815006112421
MAT 7:6,0.10114,1632.0,0.5176,729.0,0.748,0.405,856.5,0.5471878853333638,0.42262110066740166
MAT 7:7,0.1763,1444.0,0.807,1227.0,0.95,0.4543,815.5,0.3426455140228998,0.5776907513344646
MAT 7:8,0.1313,2270.0,0.6904,1062.0,0.867,0.322,1163.0,0.4936482689498227,0.4827878713361666
MAT 7:9,0.1224,664.5,0.5425,496.8,0.768,0.3054,483.8,0.5884776491216457,0.40978687024713956
MAT 7:10,0.146,1656.0,0.4897,367.8,0.7974,0.3591,881.5,0.612028403300025,0.4179897287214971
MAT 7:11,0.1387,670.5,0.6133,538.0,0.912,0.4084,497.0,0.4281679995619333,0.502444727595577
MAT 7:12,0.1232,1591.0,0.5615,1311.0,0.7627,0.329,892.5,0.5543826617360308,0.423293783178095
MAT 7:13,0.1578,1522.0,0.507,1193.0,0.7734,0.386,894.0,0.5446600927623566,0.43501440793220436
MAT 7:14,0.1698,1832.0,0.54,1390.0,0.84,0.404,1072.0,0.5804795376884335,0.45541996878322377
MAT 7:15,0.2098,1204.0,0.54,1003.5,0.8096,0.3123,692.0,0.6257054356503187,0.434290376062614
MAT 7:16,0.1115,1240.0,0.4558,303.5,0.7407,0.3792,632.5,0.6584075022304026,0.38435897140895237
MAT 7:17,0.2349,1156.0,0.4963,1017.0,0.829,0.2998,627.5,0.5513179977831903,0.44407930825279307
MAT 7:18,0.1412,47.2,0.4805,42.4,0.852,0.2651,35.0,0.5381551069914197,0.42115261458501746
MAT 7:19,0.211,906.0,0.5894,795.0,0.883,0.3682,536.5,0.4931696995746888,0.48932464444170454
MAT 7:20,0.2468,2578.0,0.3433,535.0,0.6035,0.1978,1262.0,0.7853910473783383,0.30816865371919305
MAT 7:21,0.1234,1269.0,0.665,1095.0,0.8384,0.457,794.5,0.41060034474519225,0.5047013012979232
MAT 7:22,0.12006,1601.0,0.6895,874.0,0.859,0.4314,897.0,0.43192238209192363,0.5068815960851951
MAT 7:23,0.1821,1138.0,0.5615,944.0,0.813,0.2964,721.5,0.603246510081993,0.4299365698648686
MAT 7:24,0.1417,1268.0,0.6157,1074.0,0.852,0.2637,689.5,0.5628558964923566,0.44357469908443886
MAT 7:25,0.11145,1345.0,0.592,1182.0,0.8374,0.371,747.5,0.561224247493052,0.4505116872831077
MAT 7:26,0.12006,1252.0,0.5713,1099.0,0.868,0.266,693.5,0.5913575438923901,0.4288509799514453
MAT 7:27,0.1295,1477.0,0.543,1149.0,0.774,0.3347,853.5,0.5907257559717073,0.4189820326628257
MAT 7:28,0.1273,1836.0,0.519,930.5,0.7495,0.3289,960.5,0.4787350405052182,0.4259958859450306
MAT 7:29,0.2101,2390.0,0.598,1240.0,0.808,0.467,1323.0,0.43538055219410216,0.5027504410805584
MAT 8:1,0.164,1559.0,0.66,1355.0,0.888,0.3464,871.0,0.4304569220302239,0.49982458379334077
MAT 8:2,0.09393,1043.0,0.6333,908.5,0.846,0.3464,680.0,0.5096120536939556,0.45946555718491705
MAT 8:3,0.0753,2280.0,0.703,1111.0,0.809,0.5205,1240.0,0.3188634307165026,0.524534470895428
MAT 8:4,0.1131,1498.0,0.5396,1167.0,0.8364,0.3936,857.0,0.5236367753735864,0.45003735489936164
MAT 8:5,0.1785,337.5,0.5723,273.2,0.852,0.337,264.0,0.49702998827128353,0.4643806892356237
MAT 8:6,0.2069,1933.0,0.515,919.0,0.807,0.364,1018.0,0.5856958136003189,0.4423885468245421
MAT 8:7,0.335,922.5,0.6143,674.0,0.7944,0.3362,720.5,0.4666248605171215,0.4991644860621376
MAT 8:8,0.0925,1244.0,0.4937,1066.0,0.7373,0.3552,739.0,0.5449275334604812,0.4053278647964907
MAT 8:9,0.06494,1254.0,0.516,651.0,0.794,0.3489,700.5,0.45114682583388593,0.4293964607033998
MAT 8:10,0.09375,1084.0,0.6577,904.0,0.8706,0.4485,719.0,0.3774916097735649,0.5073010303525145
MAT 8:11,0.1698,1537.0,0.71,1232.0,0.877,0.5874,890.5,0.36423836700834855,0.5643333106533316
MAT 8:12,0.1388,1537.0,0.6333,1354.0,0.913,0.4963,851.5,0.4020945287455525,0.5279108797726674
MAT 8:13,0.1128,1929.0,0.5415,1427.0,0.804,0.3987,1050.0,0.5195580676922764,0.444590582515312
MAT 8:14,0.09174,2166.0,0.5557,394.2,0.779,0.3992,1105.0,0.4376716090162924,0.45225354563699643
MAT 8:15,0.1467,2386.0,0.633,2108.0,0.884,0.4321,1282.0,0.45029276553403186,0.5024344889427753
MAT 8:16,0.1207,1443.0,0.5938,1270.0,0.897,0.3958,811.5,0.4405283082356006,0.4872496529604416
MAT 8:17,0.1511,1563.0,0.5405,1258.0,0.889,0.3718,887.5,0.5368721420620103,0.460668909660767
MAT 8:18,0.09186,1476.0,0.528,1234.0,0.8076,0.33,850.0,0.519571091777478,0.4253132091794509
MAT 8:19,0.1277,1230.0,0.587,1034.0,0.8345,0.3323,752.0,0.49454392212713855,0.4546552385819574
MAT 8:20,0.1482,1458.0,0.618,1255.0,0.869,0.5005,881.5,0.4326565453534513,0.5115725158092814
MAT 8:21,0.1818,1793.0,0.6553,1565.0,0.8677,0.4937,1054.0,0.37001092731041485,0.5337485834703657
MAT 8:22,0.1721,2128.0,0.742,1881.0,0.9194,0.481,1268.0,0.38363043133678004,0.5558244359922931
MAT 8:23,0.2269,1980.0,0.6636,1537.0,0.815,0.4553,1140.0,0.3320368038778948,0.5332751337443425
MAT 8:24,0.1251,1350.0,0.5044,1174.0,0.81,0.3145,739.5,0.5882731912823023,0.41491470929185725
MAT 8:25,0.1324,1446.0,0.8047,1283.0,0.9263,0.349,899.0,0.5040550308367125,0.516078034599508
MAT 8:26,0.10895,1414.0,0.6064,1234.0,0.9146,0.3481,797.5,0.5149630431845549,0.4692234812393256
MAT 8:27,0.12134,1862.0,0.6147,1602.0,0.8506,0.4214,1100.0,0.4848559482553489,0.4800586492922267
MAT 8:28,0.0876,710.5,0.4697,548.0,0.794,0.314,424.8,0.5901897957455656,0.3970328052033103
MAT 8:29,0.1099,1859.0,0.6206,1498.0,0.816,0.454,1057.0,0.3815394860540288,0.49382875150889305
MAT 8:30,0.1953,285.2,0.5186,245.4,0.794,0.3784,250.8,0.500912632092414,0.44995585460309745
MAT 8:31,0.11786,1577.0,0.594,1032.0,0.792,0.4834,884.5,0.39623419358183337,0.4865171142831085
MAT 8:32,0.0995,1286.0,0.5366,1090.0,0.7505,0.4219,747.0,0.44769342643603477,0.4444214620155278
MAT 8:33,0.09784,2352.0,0.5835,1634.0,0.815,0.3608,1197.0,0.5560879716788745,0.4405549739469924
MAT 8:34,0.1715,1626.0,0.553,1391.0,0.8228,0.3464,911.5,0.5293999179110036,0.45011897522324396
MAT 9:1,0.1361,2232.0,0.6875,1977.0,0.95,0.506,1179.0,0.34518193708036504,0.5556769216632225
MAT 9:2,0.11957,1466.0,0.6104,1292.0,0.89,0.4277,855.5,0.43305222300124185,0.49546855068237056
MAT 9:3,0.1111,2694.0,0.6294,1883.0,0.74,0.4207,1415.0,0.4881014507134476,0.4568995948739974
